isin,Basic Materials,Consumer Discretionary,Consumer Staples,Corporate,Covered,Energy,Financials,Government,Health Care,Industrials,Real Estate,Securitised,Technology,Telecommunication,Utilities,Liquidity,Supranational,Other
IE000FVYOWC4,,1.06,,,,,16.04,33.14,1.19,8.84,,,2.24,,,,,37.49
IE000FW16TX1,2.19,5.19,9.41,,,2.39,13.67,,8.97,9.12,,,43.9,0.87,2.1,,,2.19
IE000FW1REY9,,,,,,,,,,,,,,,,,,
IE000FXHG8D6,,,,,,,,100.0,,,,,,,,,,
IE000FYTRRJ6,2.09,4.43,7.03,,,,25.22,,11.8,7.65,,,36.88,1.21,1.73,,,1.96
IE000FZ1S3M3,2.71,7.49,4.59,,,,47.73,0.1,10.65,5.38,,,12.85,6.26,2.18,,,0.11
IE000G0E83X3,0.7807,2.9305,,,,,,,,1.1843,,,89.548,5.51,,0.0465,,
IE000G1H7OC0,7.31,6.18,7.12,,,4.6,26.33,,6.58,12.71,,,19.83,2.09,2.97,,,4.28
IE000G2LIHG9,1.7999,9.5835,2.2841,,,1.9116,12.7674,,9.8774,7.7167,1.8014,,40.4267,10.4709,1.0992,0.2612,,
IE000G4ONBO6,,,,,,,,98.69,,,,,,,,,,1.31
IE000G4PH2B1,1.5256,9.0602,4.2903,,,,12.5012,,9.7463,7.845,1.7906,,42.0321,10.2648,0.634,0.3097,,
IE000G5ERG83,3.9256,7.8207,5.1486,,,6.4497,26.8493,,5.1731,18.3553,0.8204,,14.8047,3.2408,6.1905,,,1.2214
IE000G6CY1T7,,,,,,,,53.4115,,,,,,,,46.5886,,
IE000G6GSP88,,0.02,,,,,99.5,,,0.04,,,0.4,,,,,0.05
IE000G8WOLX8,5.9035,9.7253,3.1931,,,5.3187,15.2034,,10.5098,23.7327,7.0046,,14.773,1.5585,3.0772,,,
IE000G9O8QD4,,,,,,,,,,,,,,,,,,
IE000GA3D489,,8.89,2.59,,,0.71,23.96,,30.65,6.78,,,19.8,,,,,6.64
IE000GA7JQV8,,,,,,,,,,19.0802,9.7605,,61.3917,,9.7675,,,
IE000GAKWFA7,,,,,,,,,,,,,,,,,,
IE000GB2EQ90,3.39,7.56,7.81,,,8.47,29.35,,10.47,7.95,,,13.48,6.31,5.2,,,
IE000GBYNAU4,,,,,,,,,,,,,,,,,,
IE000GDU4WA8,,,,,,,11.03,82.97,,,,,,,,,,6.85
IE000GE2BEZ9,8.105,23.5557,13.5084,,,1.2639,7.3176,1.1088,,18.2159,0.4183,,6.6186,15.7297,3.1965,0.9617,,
IE000GE4QIR1,,,,,,,,100.0,,,,,,,,,,
IE000GEHNQU9,0.16,,,,,,0.73,,0.03,2.5,,,96.57,,,,,
IE000GETKIK8,,,,,,,,,,,,,,,,,,
IE000GFG8GS0,2.35,8.94,5.86,,,6.3,32.8,0.21,10.46,9.15,,,13.91,4.52,5.49,,,
IE000GGQK173,,,,,,,,,,,,,,,,,,
IE000GHXL2Q3,,,,,,,,99.958,,,,,,,,0.042,,
IE000GLK5WA7,,,,,,,,,,,,,,,,,,
IE000GML9HQ4,,,,,,,,,,,,,,,,,,
IE000GMRDSZ7,2.7,8.15,6.62,,,5.54,36.54,,9.15,8.06,,,12.48,3.91,6.86,,,
IE000GNI5B71,,,,,,,,100.0,,,,,,,,,,
IE000GNOSM10,2.23,3.08,4.16,,,0.82,19.74,15.2,12.5,12.95,,,29.15,,,,,0.17
IE000GOJO2A3,5.33,9.1,4.41,,,,29.28,,5.11,8.56,,,32.15,3.0,0.26,,,2.8
IE000GSIFIB0,,,,,,,,78.61,,,,,,,,,,21.39
IE000GTBEXG4,5.55,9.06,3.53,,,6.03,26.63,,19.78,13.19,,,12.04,0.91,2.72,,,0.56
IE000GTF7GF4,7.86,5.98,7.79,,,4.38,23.87,,3.24,6.34,,,35.05,2.69,2.81,,,
IE000GTJ2I49,2.8871,15.0843,3.1918,,,0.5755,19.1098,,5.1299,23.8675,2.4793,,18.1791,8.2818,0.6714,0.5426,,
IE000GU6MFI0,,,,,,,,99.54,,,,,,,,,,0.46
IE000GUIUCJ1,,,,,,,,,,,,,,,,,,
IE000GVBJMO6,,,,,,,,,,,,,,,,,,
IE000GW6RB11,10.47,4.255,13.5216,,,13.7511,20.3636,,13.9396,16.1347,0.1235,,1.4305,2.4394,2.6557,0.9153,,
IE000GW790Q8,,,,,,,,,,,,99.5401,,,,0.4598,,
IE000GWA2J58,6.1074,7.4892,2.5612,,,3.4685,19.3341,,2.579,6.3486,0.8752,,42.894,5.772,1.8206,,,0.7502
IE000GWD7R65,,,,,,,,,,,,,,,,,,
IE000GXS8PV9,,,,,,,,99.84,,,,,,,,,,0.16
IE000GYDNJS5,0.7004,8.8462,2.5949,,,1.369,14.1158,,11.5884,7.6412,3.4303,,39.3869,9.8323,0.4197,,,0.0749
IE000GZD8ME7,3.67,,0.85,,,1.52,25.96,47.13,,3.93,,,,,16.87,,,0.07
IE000H0H26Q8,4.61,5.08,8.41,,,,18.19,,11.17,5.61,,,44.01,1.36,0.81,,,0.76
IE000H0TSO96,3.92,5.98,7.52,,,,46.63,,5.25,8.52,,,2.86,7.72,10.42,,,1.18
IE000H1H16W5,2.9573,5.4946,3.4949,,,2.5021,21.6523,,13.8181,8.411,1.4775,,29.8821,7.2261,2.7865,0.2974,,
IE000H22E3N8,0.2965,6.4849,4.8105,,,0.8652,47.8902,5.0042,,3.5598,2.4533,,2.8332,8.6059,18.1631,-0.9668,,
IE000H3AH951,,0.02,,,,,98.91,,,0.09,,,0.01,,,,,0.97
IE000H3Q3AF6,,,,,,,,99.54,,,,,,,,,,0.46
IE000H444PH5,10.25,10.3,5.22,,,5.11,23.15,,10.02,19.74,,,13.62,,2.6,,,
IE000H5X52W8,4.62,10.79,5.59,,,3.74,46.64,0.08,5.73,9.39,,,2.68,4.37,6.36,,,0.01
IE000H7PE775,3.4091,8.5434,4.8389,,,4.2218,16.4553,,9.0877,11.0209,,,30.3468,8.0664,,,,4.0099
IE000H92C4B8,4.53,16.71,2.52,,,0.42,20.37,0.24,4.3,22.33,,,4.12,19.65,4.51,,,0.3
IE000HARFTG3,,,,,,,,98.68,,,,,,,,,,1.32
IE000HARJEE2,8.3311,4.2676,13.2492,,,11.7575,28.3784,,11.3542,13.3122,1.1419,,0.9963,2.0378,4.2631,0.9108,,
IE000HDEYKM3,6.91,12.07,0.51,,,,22.52,,11.66,15.06,,,0.27,22.5,4.93,,,3.57
IE000HDPAH09,,,,,,,,,,,,,,,,,,
IE000HF69TA9,,,,,,,,,,,,,,,,,,
IE000HFBJ0U0,,,,,,,,,,,,,,,,,,
IE000HFXP0D2,3.78,5.8,8.83,,,3.17,18.51,,8.81,10.33,,,34.92,1.36,2.58,,,1.92
IE000HGH8PV2,,,,,,,,,,,,,,,,,,
IE000HGM78N6,3.49,8.63,3.94,,,5.35,17.84,,8.16,11.63,0.65,,29.73,7.98,2.59,0.01,,
IE000HH3SU50,5.1124,5.2219,6.0114,,,,28.2772,,13.8753,20.1094,2.4957,,10.1814,2.6876,5.2397,0.7878,,
IE000HIHKYJ1,,10.802,2.6734,,,2.121,7.6915,,4.7362,,,,56.6335,15.2464,,0.096,,
IE000HM5TZ60,0.9686,9.8691,0.9869,,,1.8921,70.9611,,,3.9937,,,2.9903,2.4715,5.8668,,,
IE000HPBRE54,2.74,7.58,11.07,,,,23.13,,12.47,9.86,,,30.82,1.54,0.47,,,0.32
IE000HQY8R78,0.53,1.25,0.75,,,0.01,16.88,64.91,1.35,1.8,,,1.44,1.11,2.13,,,7.84
IE000HSER094,1.44,4.57,9.58,,,2.75,15.89,,7.53,6.49,,,45.82,2.04,2.76,,,1.14
IE000HT7E0B1,4.7847,8.412,3.2602,,,2.6527,23.2076,,18.0224,19.9781,6.5006,,3.4846,6.521,0.5908,,,2.5854
IE000HT8JEW8,8.2544,16.2827,4.2368,,,4.211,31.5851,,5.1039,13.9798,2.4355,,2.834,9.1888,1.6565,0.2317,,
IE000HY30YW6,2.21,5.32,8.96,,,2.3,14.05,,9.01,8.97,,,44.88,0.85,2.18,,,1.38
IE000HYFO765,1.72,5.51,10.93,,,2.38,16.0,,8.58,8.46,,,42.99,1.21,0.79,,,1.43
IE000I0U8OO3,,,,,,,,99.6103,,,,,,,,0.3895,,
IE000I1D7D10,2.05,9.77,7.11,,,5.76,40.09,0.65,7.5,8.01,,,10.58,2.69,5.79,,,
IE000I1Q42S9,2.05,9.77,7.11,,,5.76,40.09,0.65,7.5,8.01,,,10.58,2.69,5.79,,,
IE000I25S1V5,5.61,10.7,6.54,,,1.64,39.23,,8.64,13.25,,,3.15,4.34,6.9,,,
IE000I2WYEU9,5.64,8.57,6.26,,,4.17,39.55,0.1,5.54,11.23,,,5.97,6.07,6.88,,,0.02
IE000I5MBLC4,,2.76,5.56,,,,22.76,,12.76,4.36,,,50.26,0.66,0.58,,,0.3
IE000I660ZF8,6.41,9.22,9.09,,,5.28,30.82,0.17,7.35,13.96,,,4.1,6.23,6.89,,,0.48
IE000I687JU4,3.9256,7.8207,5.1486,,,6.4497,26.8493,,5.1731,18.3553,0.8204,,14.8047,3.2408,6.1905,,,1.2214
IE000I6Q83Z7,6.91,12.07,0.51,,,,22.52,,11.66,15.06,,,0.27,22.5,4.93,,,3.57
IE000I7E6HL0,,,,,,,,,,96.98,,,2.86,,,,,0.16
IE000I8CR2Q4,,,,,,,,,,,,,,,,,,
IE000I8IKC59,,8.48,,,,,13.2,,11.6,16.91,8.94,,30.23,10.66,,-0.01,,
IE000I8KRLL9,0.62,,,,,,,2.09,,0.39,,,98.64,,,,,
IE000I9HGDZ3,3.097,8.9368,3.8375,,,3.1251,17.3997,,9.7663,10.3468,1.6977,,31.2523,8.6288,1.7622,,,0.1497
IE000IAPH329,,,,,,,,,,,,,,,,,,
IE000IAXNM41,,,,,,,,,,98.7039,,,1.0129,,,0.2832,,
IE000IDJKTB3,,,,,,,,,,,,,,,,,,
IE000IDLWOL4,5.7073,8.9474,6.464,,,4.7138,16.7726,,13.726,16.134,5.5698,,15.1182,3.8159,3.0594,,,-0.0286
IE000IEGVMH6,,8.9637,4.3694,,,3.6687,11.9816,,9.2603,8.4742,,,38.0365,9.7506,1.987,,,3.508
IE000IEOQSJ3,12.24,19.71,2.1,,,1.8,15.74,0.97,6.74,14.77,,,1.92,16.78,4.05,,,3.18
IE000IF0HTJ9,,,,,,,,98.69,,,,,,,,,,1.31
IE000IF5WTI9,1.96,6.15,8.94,,,,17.44,,12.85,6.88,,,43.58,1.43,0.64,,,0.15
IE000IGHAU32,,,,,,,,99.6996,,,,,,,,0.3004,,
IE000IGMB3E1,4.02,7.87,8.52,,,0.3,9.88,,17.0,12.33,,,32.21,2.41,0.3,,,5.16
IE000IH9YO94,3.53,5.76,5.77,,,1.88,20.59,0.05,6.94,10.03,,,37.34,1.36,1.51,,,5.24
IE000IHURBR0,4.28,9.71,9.62,,,3.02,39.9,0.23,7.16,10.44,,,3.68,5.04,6.93,,,
IE000IIED424,1.96,6.15,8.94,,,,17.44,,12.85,6.88,,,43.58,1.43,0.64,,,0.15
IE000IIHLZL0,,,,,,,,,,,,,,,,,,
IE000IISJT64,4.1461,5.4068,2.6979,,,,16.1028,,19.3396,4.0349,,,43.0967,5.1751,,,,
IE000IKCYI88,5.54,23.48,1.85,,,,26.68,,9.91,12.06,,,10.69,6.4,1.41,,,1.98
IE000IKMJDQ6,5.0633,8.9402,6.464,,,4.5101,15.9636,,12.9281,15.8423,5.4469,,14.6591,3.9477,5.7619,0.4727,,
IE000IM4K4K2,0.86,0.42,,,,,17.22,,,2.45,,,79.05,,,,,
IE000IMGE5W5,6.29,,4.98,,,6.42,51.08,,9.61,6.21,,,0.65,14.07,0.69,,,
IE000INTB8Q8,,,,,,,,,,,,,,,,-11.7526,,111.7526
IE000IP0UC52,2.1366,8.557,5.4424,,,,11.9165,,9.3475,8.4509,2.0967,,38.7061,12.7662,,,,0.5801
IE000IQQEL77,92.31,,,,,,,,,,,,,,,,,7.7
IE000IR2DEM6,,0.0946,,,,,,,,99.6035,,,,,,0.3019,,
IE000IR87HP7,2.55,5.81,5.67,,,5.44,51.22,,6.9,6.59,,,12.54,1.16,2.12,,,
IE000ISS8DB2,8.0404,9.1096,3.7031,,,4.6924,13.4169,,10.5151,16.7549,7.1277,,12.0524,2.7486,2.44,,,9.399
IE000IUNJSL2,3.63,7.78,5.44,,,3.3,53.14,,5.54,9.09,,,2.26,3.73,5.95,,,0.15
IE000IVQPCG4,2.68,6.64,9.12,,,,20.87,,12.33,8.43,,,36.01,2.51,1.15,,,0.26
IE000IX54FW5,1.541,9.0631,3.7905,,,3.7301,11.4431,,9.3826,8.6849,1.2423,,38.2106,10.1553,1.7267,1.03,,
IE000IY9QFN9,2.42,3.97,11.74,,,2.5,14.66,,9.87,13.36,,,39.76,,1.47,,,0.25
IE000IZO7033,0.19,1.32,,,,0.08,46.2,32.34,,5.77,,,0.08,0.07,13.91,,,0.04
IE000J0JU6M8,4.31,3.54,3.68,,,11.02,22.87,0.61,7.23,9.18,,,17.92,7.77,11.98,,,
IE000J0LN0R5,,,,,,100.0,,,,,,,,,,,,
IE000J3F4J90,3.86,16.03,14.56,,,0.1,26.29,,5.24,9.41,,,16.41,8.05,0.04,,,
IE000J46YVX2,,,,,,,,,,,,,,,,,,
IE000J4FE268,,,,,,,,,,,,,,,,,,
IE000J4HXHK1,,,,,,,,,,,,,,,,,,
IE000J5PESP7,,,,,,,,,,,,,,,,,,
IE000J6CHW80,18.33,34.8,0.46,,,6.53,20.6,,2.19,2.63,,,2.99,8.92,2.54,,,
IE000J7AY5Y3,0.8,6.69,2.55,,,0.44,5.37,,5.54,9.19,,,68.85,0.09,0.29,,,0.19
IE000J7QYHD8,,,,,,,,,,,,,,,,,,
IE000J80JTL1,0.1,3.42,,,,,,,,70.24,,,11.85,,14.09,,,0.3
IE000J8RGOJ4,,,,,,,,,,,,,,,,,,
IE000J8Z5N74,,,,,,,,99.6103,,,,,,,,0.3895,,
IE000JBB8CR7,,,,,,,,,,,,,,,,,,
IE000JBJ1NZ4,,,,,,,36.37,,,1.88,,,,,,,,61.75
IE000JBZXFH0,,,,,,,,,,,,,,,,,,
IE000JCGTOP1,1.96,6.15,8.94,,,,17.44,,12.85,6.88,,,43.58,1.43,0.64,,,0.15
IE000JCW3DZ3,,,,,,,,,,,,,,,,,,
IE000JEHORH6,1.8361,6.7932,11.0478,,,5.2067,30.9326,7.184,,6.1664,2.9669,,9.0046,5.103,7.4065,-0.3524,6.7045,
IE000JEU61P1,,58.9,34.91,,,,,,,2.47,,,3.47,,,,,0.26
IE000JEXZJT1,4.64,2.89,4.09,,,3.27,47.15,,8.15,13.69,,,6.17,3.25,4.41,,,2.29
IE000JEZ2VB3,6.9238,1.4843,13.3535,,,2.5752,30.4652,,7.7682,13.2891,3.7788,,7.2584,4.0308,8.6644,0.4083,,
IE000JHMFVN7,,,,,,,,99.9403,,,,,,,,0.0597,,
IE000JHYO4T6,,5.86,,,,,23.65,,13.29,23.95,,,28.57,4.4,,,,0.28
IE000JIPY1U8,0.81,5.46,11.64,,,0.36,1.29,,4.02,2.69,,,63.87,1.11,1.03,,,7.72
IE000JJLNIG0,,10.75,0.53,,,,,,,3.4,,,63.21,21.81,,,,0.3
IE000JJMOWY0,,,,,,,,,,,,,,,,,,100.0
IE000JJPY166,,,,4.2206,,,,,,,,,,,,95.7794,,
IE000JJQ6248,3.37,13.29,3.51,,,,39.69,,13.32,5.04,,,11.25,5.03,2.77,,,2.73
IE000JKS50V3,,0.3,1.43,,,,,,98.27,,,,,,,,,
IE000JL9SV51,,,,,,,,,,,,,,,,,,
IE000JLILKH0,4.03,5.84,8.5,,,3.25,19.13,,8.07,9.78,,,36.13,1.55,2.46,,,1.26
IE000JLXYKJ8,,,,,,,,,,,,,,,,100.0,,
IE000JMMZAP4,,,,,,,,,,,,,,,,,,
IE000JNHCBM6,,,,,,,,,,,,,,,,,,
IE000JNKVS10,8.31,11.72,4.62,,,4.26,22.45,,14.31,16.2,,,13.59,0.92,2.11,,,1.51
IE000JQ1PF28,1.0,4.55,9.65,,,1.07,11.78,,9.55,4.11,,,55.32,1.16,0.4,,,1.41
IE000JQ2IJD3,9.67,8.95,21.46,,,,18.9,,6.88,21.18,,,8.29,3.78,0.91,,,0.01
IE000JQ3ELQ8,,,,,,,12.28,87.87,,,,,,,,,,
IE000JR51TI1,,,,,,,,99.68,,,,,,,,,,0.32
IE000JS0HUM5,,,,,,,,,,,,,,,,,,
IE000JS4ANL9,,,,,,,13.05,85.89,,,,,,,,,,1.06
IE000JSJOR00,1.27,10.86,5.22,,,,0.19,,3.58,2.34,,,65.04,11.21,0.21,0.09,,
IE000JTPK610,3.7474,9.6768,5.3689,,,,18.6349,,8.5535,11.7931,1.759,,31.3178,7.2829,1.5227,0.343,,
IE000JUB0QM2,2.44,8.62,6.73,,,4.94,40.94,,8.74,7.68,,,11.15,3.4,5.37,,,
IE000JUREXG2,,,,,,,9.47,89.22,,,,,,,,,,1.31
IE000JXFRNI0,,,,,,,,99.8832,,,,,,,,0.1168,,
IE000JZ473P7,2.15,5.29,9.41,,,2.31,13.94,,8.89,8.94,,,44.74,0.84,2.15,,,1.34
IE000JZYIUN0,9.4107,0.2723,,,,0.4025,,,,39.2864,,,14.6247,,35.753,,,0.2503
IE000K1P4V37,1.9984,7.9638,,,,,15.3439,,11.207,10.6289,6.4456,,36.1583,5.2674,3.4346,,,1.5521
IE000K1VI152,,,,,,,,99.881,,,,,,,,0.119,,
IE000K22VCJ6,,,,,,,,99.9164,,,,,,,,0.0836,,
IE000K44CW70,3.45,9.09,6.56,,,7.1,24.83,0.35,12.53,7.56,,,11.42,9.04,8.06,,,0.01
IE000K4JG8P9,2.87,5.56,8.99,,,1.9,14.06,,8.77,7.42,,,42.99,0.78,2.04,,,4.63
IE000K54GGV6,2.58,5.56,9.3,,,2.07,14.32,,8.85,8.01,,,44.49,0.84,2.17,,,1.81
IE000K5F6EL4,1.93,8.03,5.93,,,2.42,38.73,,3.69,13.17,,,25.89,,,,,0.21
IE000K7PC2G4,9.53,9.59,5.35,,,5.17,25.59,,6.78,25.89,,,7.79,1.56,1.88,,,0.88
IE000K975W13,,,,,,,,,,,,,,,,,,
IE000K9Z3SF5,10.5,6.2,6.7,,,2.8,17.0,,5.1,21.4,0.5,,25.5,0.7,3.5,,,
IE000KB8X7I9,5.9792,18.7824,12.1328,,,7.0836,10.3493,0.6113,,12.8653,1.7649,,7.7457,15.854,4.363,2.4682,,
IE000KBUL630,4.565,10.1126,12.4211,,,11.3102,13.1986,,27.5693,11.862,,,3.2761,3.5776,2.1074,,,
IE000KCKFHE8,5.7061,9.8438,4.9381,,,4.9805,23.5015,,6.6566,11.5374,,,19.3557,7.6507,,,,5.8296
IE000KCS7J59,6.41,5.22,6.04,,,3.55,21.71,,2.58,5.96,,,44.56,2.13,1.82,,,0.02
IE000KD0BZ68,,,,,,,,,99.7315,,,,,,,,,0.2685
IE000KDY10O3,,,,,,,,,,76.85,,,22.46,,,,,0.7
IE000KEFZYE7,6.9,5.01,4.41,,,4.33,23.55,,2.67,5.16,,,43.65,2.12,2.18,,,0.02
IE000KF370H3,,,,,,,,,,,,,,,,,,100.0
IE000KG7KXI7,,,,,,,95.7,,,2.01,,,2.28,,,,,
IE000KHX9DX6,72.31,,0.17,,,,,,,3.81,,,,,,,,23.72
IE000KIQ3DT5,,,,,,,,,,,,,,,,,,
IE000KJPDY61,1.3999,6.7411,6.5471,,,5.9437,14.3437,,9.3333,9.7297,1.2868,,27.1019,9.7611,4.1549,3.6569,,
IE000KJVA5F6,8.105,23.5557,13.5084,,,1.2639,7.3176,1.1088,,18.2159,0.4183,,6.6186,15.7297,3.1965,0.9617,,
IE000KL4O2Z8,,,,,,,,,,,,,,,,,,
IE000KLC2EN9,,,,,,,,,,79.38,,,3.65,0.79,,,,16.18
IE000KLSD4Y8,3.72,5.57,8.95,,,3.37,18.38,,8.91,11.01,,,34.75,1.3,2.46,,,1.58
IE000KPJJWM6,6.88,6.46,8.22,,,,26.98,0.01,4.49,5.77,,,35.78,2.66,1.01,,,1.74
IE000KR2IEH1,,,,,,,,,,,,,,,,,,
IE000KTD59H4,3.6653,8.4966,4.6021,,,4.1028,16.8546,,8.1867,10.3599,,,31.8713,8.0135,,,,3.8473
IE000KXCEXR3,2.1343,4.4391,4.9604,,,,13.4501,,11.6604,8.5886,2.2194,,38.1813,11.0224,,,,3.344
IE000KXM3O48,5.12,4.25,9.1,,,6.4,27.13,,13.57,17.64,,,8.71,2.48,5.58,,,
IE000KXMLOD6,0.3346,9.3899,9.0639,,,0.3454,49.9986,,0.3492,5.6457,7.7998,,0.8692,4.6083,10.4052,1.1904,,
IE000KXNPEV8,,,,,,,,,,,,,,,,,,
IE000KXTLDE2,0.66,,,,,,,,0.95,,,,98.08,,,,,0.31
IE000KYX7IP4,,,,,,,97.01,,,1.24,,,1.68,,,,,0.07
IE000L00POB4,,,,,,,,,,,,,,,,,,
IE000L0X6L81,1.49,1.29,0.15,,,,39.83,38.37,,2.57,,,1.2,3.74,10.36,,,1.0
IE000L2IS494,4.1695,14.4777,12.3233,,,,21.7425,,20.6087,5.5108,8.6802,,5.307,6.5762,,,,0.6042
IE000L2SA8K5,0.95,11.49,8.23,,,2.05,1.22,,9.64,14.32,,,39.18,8.89,3.97,0.04,,
IE000L2TO2T2,2.6089,7.9755,13.3575,,,,48.2462,,,9.2138,3.0823,,4.7404,7.8719,3.1228,-0.2196,,
IE000L2ZNB07,2.88,6.46,9.13,,,,16.77,,9.77,4.72,,,48.01,1.0,0.18,,,1.08
IE000L4EH2K5,,0.9,0.26,,,,,,98.67,,,,,,,,,0.18
IE000L5NW549,2.1082,5.9453,2.653,,,6.5173,23.249,,10.3553,13.0283,0.6526,,29.4223,4.5326,1.2972,0.2389,,
IE000L6ZMMC4,3.2067,9.6489,4.287,,,3.4405,14.8542,,7.2491,11.3984,1.6735,,33.1395,3.3328,2.4721,,,5.2975
IE000L91HR40,3.47,5.57,9.74,,,1.56,18.82,,9.03,9.5,,,39.12,0.46,2.46,,,0.27
IE000L98FUF7,,,,,,,,,,,,,,,,,,
IE000LAP5Z18,5.4112,9.042,7.0089,,,,18.7741,,15.7642,15.4872,6.7387,,15.5318,4.043,,,,2.199
IE000LAUZQT6,2.9094,6.905,1.2729,,,,21.0219,,12.7229,9.262,1.3655,,35.1643,8.9871,0.3229,,,0.066
IE000LCKJ888,,,,,,,,,,,,,,,,,,
IE000LEIJUY9,,2.972,6.5038,,,15.2605,26.6064,,9.0664,16.8305,,,8.0492,9.9655,4.5986,,,0.1471
IE000LETV955,3.45,9.09,6.56,,,7.1,24.83,0.35,12.53,7.56,,,11.42,9.04,8.06,,,0.01
IE000LEVKOK2,,,,,,,,,,,,,,,,,,
IE000LFC57H7,6.05,7.74,4.56,,,4.96,0.69,,14.34,11.68,0.9,,47.68,0.44,0.75,0.21,,
IE000LG8P349,,,,,,,,,,,,,,,,,,
IE000LGHLQ71,4.13,9.08,7.7,,,2.92,45.41,,6.62,9.36,,,3.93,4.76,6.08,,,
IE000LGWDNE5,,2.1,,,,,,,,4.5,2.4,,84.68,6.3,,0.02,,
IE000LH4DDC2,,,,,,,,,,,,,,,,,,
IE000LHP8TA1,1.38,0.7,1.13,,,2.69,26.06,39.39,1.01,3.94,,,2.15,1.94,3.82,,,15.8
IE000LJ2O0V5,,,,,,,,,,,,,,,,100.0,,
IE000LKGEZQ6,4.19,7.58,8.26,,,4.05,44.34,,6.71,11.94,,,2.47,4.95,5.5,,,
IE000LO4MAC0,0.13,,0.03,,,,0.16,0.16,,0.74,,,98.65,,,,,0.13
IE000LOAUP03,4.37,9.65,6.69,,,4.99,28.23,,3.98,20.72,,,14.4,2.13,4.65,,,0.19
IE000LOSV2D0,0.8875,12.6333,3.2428,,,0.8269,10.5524,,11.3343,9.522,2.5971,,42.6232,2.6413,0.5095,,,2.6297
IE000LRDPD24,3.14,5.92,5.98,,,6.42,40.96,0.07,6.25,8.97,,,6.0,5.02,10.78,,,0.49
IE000LRGEN55,5.55,9.06,3.53,,,6.03,26.63,,19.78,13.19,,,12.04,0.91,2.72,,,0.56
IE000LRRPK60,4.06,14.17,7.86,,,,7.29,,16.84,16.68,,,24.99,2.75,,,,5.36
IE000LSFKN16,,,,,,,,,,,,,,,,,,
IE000LSRKCB4,,,,,,,,,,,,,,,,,,
IE000LST78X7,,,,,,,,,,,,,,,,,,
IE000LTA2082,3.4,0.52,0.79,,,0.05,1.41,,,89.56,,,4.06,,0.2,,,
IE000LUZJNI7,7.07,8.86,9.51,,,3.59,22.31,,9.18,21.04,2.01,,4.13,5.62,6.63,0.06,,
IE000LVB7GJ9,,,,,,,,,,,,,,,,,,
IE000LW5CCQ4,,,,,,,,,,,,,,,,,,100.0
IE000LX17BP9,6.7,10.82,7.16,,,2.36,41.01,0.26,7.4,9.96,,,3.04,4.33,7.01,,,0.14
IE000LXEN6X4,3.8766,9.6914,4.5702,,,0.1994,32.5578,,5.4987,19.4385,,,15.889,2.698,5.1133,0.4669,,
IE000LYBU7X5,5.09,2.87,3.98,,,2.0,23.82,,11.77,6.72,,,36.98,4.38,2.41,,,
IE000LZ7BZW8,,,,,,,,53.4115,,,,,,,,46.5886,,
IE000LZC9NM0,,,,,,,,,,,,,,,,,,
IE000LZI2UH4,10.2,22.16,1.64,,,9.79,7.78,0.89,6.5,21.45,,,7.69,3.39,4.4,,,4.11
IE000M02BVY5,13.0,17.35,5.85,,,2.76,11.97,,5.14,19.1,,,3.27,12.83,6.44,,,2.29
IE000M07S996,3.16,5.77,7.07,,,4.02,17.72,,9.76,11.76,,,33.84,4.88,1.92,,,0.1
IE000M284BG0,,,,,,,,,,,,,,,,,,
IE000M3UHD88,4.81,0.28,3.79,,,6.75,5.95,64.56,,5.15,,,,1.94,3.66,,,3.11
IE000M46QA27,1.895,9.2544,4.4301,,,3.5716,12.1286,,9.3924,8.5348,,,37.3693,9.5678,1.9436,0.1757,,1.7367
IE000M6STPW4,,,,,,,,99.54,,,,,,,,,,0.46
IE000M7V94E1,3.14,,,,,36.07,,7.35,,46.94,,,,,6.51,,,
IE000M86QRT4,5.4112,9.042,7.0089,,,,18.7741,,15.7642,15.4872,6.7387,,15.5318,4.043,,,,2.199
IE000M8F3JA6,1.6357,4.9473,0.8859,,,,5.3138,,4.9298,6.6954,,,72.3038,3.0668,,,,0.2215
IE000M8NCUC9,,,,,,,,,,,,,,,,,,
IE000MAO75G5,5.4913,6.1056,8.2493,,,5.3692,25.9542,,12.4403,18.3964,0.5468,,9.1421,3.2386,4.7158,0.3503,,
IE000MC1J5C5,,8.8436,3.3401,,,2.5243,12.0096,,9.5295,8.7962,2.1459,,38.606,10.1677,,,,4.0371
IE000MCVFK47,0.41,2.97,,,,0.11,59.94,,,12.3,,,0.13,0.16,23.98,,,
IE000MDKBOB3,,,,,,,,,,,,,,,,,,
IE000ME8PWJ4,,,,,,,,,,,,,,,99.6985,,,0.3015
IE000MELAE65,,,,,,99.5527,,,,,,,,,,0.4473,,
IE000MGAVJV3,1.792,9.8242,4.3614,,,2.0921,11.0667,,10.3786,7.8137,1.7872,,39.1379,10.4195,1.0648,0.2619,,
IE000MINO564,2.36,13.97,9.85,,,4.71,31.55,,12.37,10.68,,,10.38,1.45,2.52,,,0.16
IE000MIXAK02,2.35,8.94,5.86,,,6.3,32.8,0.21,10.46,9.15,,,13.91,4.52,5.49,,,
IE000MJ79846,,,,,,,,,,,,,,,,,,
IE000MJIXFE0,2.6434,8.6129,3.369,,,3.7832,13.1576,,9.0672,8.6585,,,37.1444,9.6954,,,,3.8683
