isin,Basic Materials,Consumer Discretionary,Consumer Staples,Corporate,Covered,Energy,Financials,Government,Health Care,Industrials,Real Estate,Securitised,Technology,Telecommunication,Utilities,Liquidity,Supranational,Other
LU1681046006,17.0279,,13.0944,,,49.5273,,,,7.8726,,,,,12.4778,,,
LU1681046188,17.0279,,13.0944,,,49.5273,,,,7.8726,,,,,12.4778,,,
LU1681046261,,,,,,,,100.0,,,,,,,,,,
LU1681046345,,,,,,,,100.0,,,,,,,,,,
LU1681046691,,,,,,,,100.0,,,,,,,,,,
LU1681046774,,,,,,,,100.0,,,,,,,,,,
LU1681046857,,,,,,,,100.0,,,,,,,,,,
LU1681046931,7.2748,12.8756,9.4496,,,,15.2776,,8.7918,33.2612,,,4.3309,3.6031,4.0543,,,1.081
LU1681047079,7.2748,12.8756,9.4496,,,,15.2776,,8.7918,33.2612,,,4.3309,3.6031,4.0543,,,1.081
LU1681047236,3.5155,9.0313,5.2144,,,5.1659,28.9342,,5.2966,21.1862,,,15.031,,4.4318,,,2.1931
LU1681047319,3.5484,9.1078,5.2339,,,5.0401,28.8909,,5.2326,21.453,,,14.9327,,4.3648,,,2.1956
LU1681047400,3.5155,9.0313,5.2144,,,5.1659,28.9342,,5.2966,21.1862,,,15.031,,4.4318,,,2.1931
LU1681047665,4.7708,14.6149,4.7867,,,,14.9629,,5.3988,29.092,2.3524,,14.0382,6.7206,,,,3.2625
LU1681048127,3.4721,16.9585,3.8736,,,2.7281,30.4464,,8.207,11.1844,,,16.4877,5.8241,,,,0.8182
LU1681048556,3.4721,16.9585,3.8736,,,2.7281,30.4464,,8.207,11.1844,,,16.4877,5.8241,,,,0.8182
LU1681048630,,85.6222,14.3778,,,,,,,,,,,,,,,
LU1681048713,,85.6222,14.3778,,,,,,,,,,,,,,,
LU1681048804,,8.9022,4.4441,,,3.5824,12.2277,,9.1249,8.203,,,38.285,9.6226,2.0291,,,3.5791
LU1681049018,,8.9841,4.4647,,,3.5268,12.2205,,9.114,8.2884,,,38.1618,9.5995,2.0431,,,3.5972
LU1681049109,,8.9022,4.4441,,,3.5824,12.2277,,9.1249,8.203,,,38.285,9.6226,2.0291,,,3.5791
LU1686830065,5.7585,10.8981,4.5879,,,,47.2163,,7.7672,8.6731,,,3.3411,6.2769,4.5829,,,0.898
LU1686830909,1.767,0.0862,,,,5.432,2.4168,89.1093,,0.3704,,,,,0.8183,,,
LU1686831030,1.767,0.0862,,,,5.432,2.4168,89.1093,,0.3704,,,,,0.8183,,,
LU1686832194,,,,,,,,100.0,,,,,,,,,,
LU1686832277,,,,,,,,100.0,,,,,,,,,,
LU1691909508,,11.7421,10.8242,,,,24.37,,16.3802,6.8464,5.3266,,5.3871,8.876,7.1118,,,3.1355
LU1708330235,,,,,,,,100.0,,,,,,,,,,
LU1708330318,0.61,1.04,1.04,,,1.11,17.27,63.23,1.15,1.75,,,1.11,0.9,1.97,,,8.82
LU1720938841,0.25,,,,,1.32,0.75,92.19,,0.49,,,,,0.22,,,4.78
LU1720938924,0.25,,,,,1.32,0.75,92.19,,0.49,,,,,0.22,,,4.78
LU1737652310,5.5543,6.2244,8.224,,,5.1639,25.9818,,12.7038,18.5386,,,9.2024,,4.6581,,,3.7487
LU1737652583,6.2154,7.5182,2.5727,,,3.4752,19.2547,,2.6056,6.4821,,,42.9887,5.8331,,,,3.0543
LU1737652823,,0.0202,,,,,,,0.243,,99.3047,,0.4121,,,,,0.02
LU1737653631,,,,,,,,100.0,,,,,,,,,,
LU1737653714,,,,,,,,100.0,,,,,,,,,,
LU1737653987,3.7832,8.5334,4.8551,,,,54.6666,,7.5014,7.802,,,2.3219,7.2031,3.1816,,,0.1517
LU1737654019,0.61,1.04,1.04,,,1.11,17.27,63.23,1.15,1.75,,,1.11,0.9,1.97,,,8.82
LU1750178011,,,,,,,,,,,,,,,,,,
LU1753045332,8.6632,5.1879,9.7531,,,,25.8228,,10.2697,18.97,2.299,,6.2088,3.8784,6.6387,2.2921,,0.0162
LU1753045415,8.6632,5.1879,9.7531,,,,25.8228,,10.2697,18.97,2.299,,6.2088,3.8784,6.6387,2.2921,,0.0162
LU1753045845,2.6245,23.8421,5.8761,,,,21.3265,,10.1122,18.0798,2.4864,,10.1465,5.3924,,0.1135,,
LU1753045928,2.6245,23.8421,5.8761,,,,21.3265,,10.1122,18.0798,2.4864,,10.1465,5.3924,,0.1135,,
LU1772333404,3.7632,7.1779,6.2092,,,6.8313,26.1169,,9.5254,17.5614,1.0571,,8.4626,2.6223,4.2242,,,6.4483
LU1778293313,0.61,1.04,1.04,,,1.11,17.27,63.23,1.15,1.75,,,1.11,0.9,1.97,,,8.82
LU1781541096,8.6725,4.9961,13.2859,,,11.1524,26.6437,,11.2009,14.1392,,,,2.6024,4.2352,,,3.0716
LU1781541252,3.6986,14.4112,3.6174,,,,19.0551,,5.2372,24.4547,1.8058,,18.2356,7.4253,,,,2.0592
LU1781541849,2.7655,7.5137,2.1667,,,1.4492,15.5625,,3.2418,6.9167,,,52.34,5.8031,,,,2.2409
LU1804202403,6.74,7.33,6.34,,,5.97,31.93,,4.75,19.39,,,6.25,1.96,7.96,,,1.38
LU1805389258,3.97,7.67,6.7,,,3.19,47.89,,2.23,7.76,,,1.53,4.36,11.67,,,3.04
LU1805389506,3.97,7.67,6.7,,,3.19,47.89,,2.23,7.76,,,1.53,4.36,11.67,,,3.04
LU1806495575,2.7751,8.2366,4.0906,,,,46.919,,14.1308,4.4737,,,9.2797,7.9376,2.1569,,,
LU1812090543,7.7444,22.5661,3.0941,,,,17.4796,,3.7519,11.377,,,2.4181,25.0704,6.4985,,,
LU1812091194,,0.1694,,,,,,,,,99.8306,,,,,,,
LU1812092168,2.7556,13.672,,,,7.7391,60.1084,,,8.7362,2.7222,,,1.6588,2.6078,,,
LU1829218749,,,,,,,,,,,,,,,,,,
LU1829218822,7.4824,17.6817,10.6421,,,,3.8643,,16.2223,16.7078,,,4.9313,15.1313,6.7989,,,0.5379
LU1829219127,,10.0917,1.8266,,,0.7089,52.2249,,7.3391,6.5488,,,4.0489,11.1828,5.5159,,,0.5124
LU1829219390,,,,,,,100.0,,,,,,,,,,,
LU1829219556,,,,,,,,100.0,,,,,,,,,,
LU1829219713,,,,,,,,100.0,,,,,,,,,,
LU1829220133,4.1,5.65,8.39,,,3.41,18.94,0.09,8.27,10.44,,,35.57,1.42,2.41,,,1.32
LU1829220216,4.1,5.65,8.39,,,3.41,18.94,0.09,8.27,10.44,,,35.57,1.42,2.41,,,1.32
LU1829221024,0.9516,10.7107,6.1155,,,0.5299,,,3.8358,3.4018,,,59.2605,13.8168,1.1744,,,0.203
LU1832418773,,0.0191,,,,,,,0.243,,99.3258,,0.4121,,,,,
LU1834983477,,,,,,,100.0,,,,,,,,,,,
LU1834983550,97.7345,,,,,,,,,2.2655,,,,,,,,
LU1834983634,94.9935,,1.7712,,,,,,,3.2353,,,,,,,,
LU1834985845,1.6577,,97.8715,,,,,,0.4708,,,,,,,,,
LU1834986900,1.18,3.03,,,,,0.24,,94.61,0.45,,,,,,,,0.49
LU1834987890,5.0533,,,,,0.5036,1.9862,,,91.4478,,,0.7996,,0.2094,,,
LU1834987973,,,,,,,100.0,,,,,,,,,,,
LU1834988278,,,,,,72.8004,,,,23.0801,,,,,4.1195,,,
LU1834988518,,8.6957,,,,,,,,6.8212,,,82.7088,1.7744,,,,
LU1834988609,,,,,,,,,,0.821,,,19.9439,79.2351,,,,
LU1834988781,,78.8451,9.4058,,,0.2391,,,,4.5869,,,,6.6447,0.2784,,,
LU1834988864,,,,,,,,,,3.93,,,,,95.67,,,0.4
LU1841731745,6.1041,22.8984,2.7967,,,3.7542,20.4461,,5.7587,5.6785,,,11.6435,17.5781,,,,3.3416
LU1847674733,2.28,13.86,8.6,,,,22.65,,5.59,16.04,,,19.99,5.52,5.39,,,0.1
LU1852211215,,,,,,,98.0,,,,,,,,,,,2.0
LU1852211561,,,,,,,98.0,,,,,,,,,,,2.0
LU1852211645,,,,,,,98.0,,,,,,,,,,,2.0
LU1852211991,,,,,,,98.0,,,,,,,,,,,2.0
LU1852212023,,,,,,,98.0,,,,,,,,,,,2.0
LU1852212965,,,,,,,98.0,,,,,,,,,,,2.0
LU1859444769,4.6902,9.4929,4.1031,,,,41.4005,,10.1129,7.1989,4.8497,,2.1687,11.333,4.4878,0.1085,,0.0538
LU1861132840,0.79,0.27,0.2,,,,0.18,,3.3,9.35,,,85.85,,,,,0.06
LU1861137484,5.5064,6.3468,7.8925,,,,26.7318,,13.3298,21.7251,,,9.8002,3.3254,3.8946,,,1.4475
LU1861138961,,6.87,3.6348,,,,19.5394,,4.6843,9.2243,4.0559,,41.2182,3.5919,4.4249,,,2.7563
LU1875395870,3.9765,16.04,5.6648,,,0.3225,2.9118,,5.8235,18.3251,0.8967,,33.0399,10.4349,0.1583,,,2.4061
LU1900065811,7.0182,,,,,3.0168,71.0987,,,7.517,,,,11.3493,,,,
LU1900066033,0.19,,,,,,,,,0.16,,,99.65,,,,,
LU1900066207,14.4286,2.6138,4.7015,,,18.0781,38.5892,,1.1003,7.731,,,,1.4314,11.3262,,,
LU1900066462,6.9802,8.7511,3.98,,,15.0978,52.0373,,2.6565,,,,1.6445,1.9898,5.6533,,,1.2092
LU1900066975,1.54,5.909,1.3741,,,1.1333,10.2761,,2.617,18.8592,,,55.3839,2.5477,,,,0.3596
LU1900067601,5.2143,,14.4102,,,16.0148,23.4361,,,36.431,,,,4.4936,,,,
LU1900067940,3.0889,29.5658,2.7524,,,,20.0185,,5.8931,5.0412,1.4635,,11.0499,20.5414,,,,0.5852
LU1900068161,4.1,5.88,6.17,,,2.38,21.46,0.51,2.9,6.64,,,46.72,1.71,1.68,,,0.02
LU1900068328,6.0088,7.8765,2.0897,,,2.4111,20.0915,,3.1751,7.2162,,,42.6429,5.1917,,,,3.2965
LU1900068914,3.0889,29.5658,2.7524,,,,20.0185,,5.8931,5.0412,1.4635,,11.0499,20.5414,,,,0.5852
LU1900069219,,,,,,,,,,,,,,,,,,
LU1910939849,,,,,,,,100.0,,,,,,,,,,
LU1910940268,,,,,,,,100.0,,,,,,,,,,
LU1910940425,,,,,,,,100.0,,,,,,,,,,
LU1920015366,2.7772,7.8002,4.2097,,,4.0796,27.4494,,5.7578,19.421,0.5558,,15.6307,3.3382,6.1001,,,2.8804
LU1920015440,2.01,0.09,,,,6.25,5.04,83.24,,1.04,,,,,2.33,,,
LU1920015523,,,,,,,,,,,,,,,,,,100.0
LU1920015796,,,,,,,,,,,,,,,,,,100.0
LU1923163676,1.8459,0.5449,4.4903,,,,81.948,,3.4632,4.6421,,,2.6502,0.4155,,,,
LU1923163759,1.8459,0.5449,4.4903,,,,81.948,,3.4632,4.6421,,,2.6502,0.4155,,,,
LU1931974262,5.5268,6.0021,8.2248,,,5.5671,26.5582,,12.5883,18.1467,,,9.1757,,4.4856,,,3.7247
LU1931974429,3.9082,7.7822,5.0623,,,4.4154,27.6209,,5.9,18.9409,,,16.2116,,6.296,,,3.8625
LU1931974775,4.1383,14.0033,4.2762,,,,18.5659,,5.0551,24.6798,2.4257,,17.4188,7.2733,,,,2.1636
LU1931975079,3.8904,9.9714,7.1089,,,3.1313,43.8672,,6.3047,7.7883,,,,7.3911,8.6613,,,1.8855
LU1931975152,,,,,,,,100.0,,,,,,,,,,
LU1931975236,,,,,,,,100.0,,,,,,,,,,
LU1931975319,,,,,,,,100.0,,,,,,,,,,
LU1940199711,5.4803,6.5586,8.1188,,,,27.2023,,13.7531,18.5868,,,10.8302,3.894,4.866,,,0.7098
LU1940199984,5.4803,6.5586,8.1188,,,,27.2023,,13.7531,18.5868,,,10.8302,3.894,4.866,,,0.7098
LU1953136287,4.6902,9.4929,4.1031,,,,41.4005,,10.1129,7.1989,4.8497,,2.1687,11.333,4.4878,0.1085,,0.0538
LU1953136527,13.7885,18.3974,17.9124,,,,,,4.1634,24.3603,,,17.2468,,3.8075,0.3236,,
LU1953137681,6.2256,8.9268,11.896,,,,29.8906,,8.6341,13.651,,,10.0491,3.4495,6.4009,0.8608,,0.0155
LU1953188833,1.83,18.4,9.36,,,2.61,31.98,,6.99,6.21,,,20.68,,1.13,,,0.82
LU1954152853,0.9516,10.7107,6.1155,,,0.5299,,,3.8358,3.4018,,,59.2605,13.8168,1.1744,,,0.203
LU1971906802,4.84,10.37,6.08,,,,31.79,,4.23,18.95,,,15.54,2.56,5.34,,,0.31
LU1971906984,4.84,10.37,6.08,,,,31.79,,4.23,18.95,,,15.54,2.56,5.34,,,0.31
LU1974693662,,,,,,,,98.74,,,,,,,,,,1.26
LU1974694041,,,,,,,,98.74,,,,,,,,,,1.26
LU1974694397,,,,,,,,98.74,,,,,,,,,,1.26
LU1974694470,,,,,,,,98.74,,,,,,,,,,1.26
LU1974694553,,,,,,,,98.74,,,,,,,,,,1.26
LU1974694637,,,,,,,,98.74,,,,,,,,,,1.26
LU1974695790,7.54,3.6,1.55,,,5.02,27.06,39.72,0.05,3.66,,,2.8,1.14,3.11,,,4.76
LU1974696095,7.54,3.6,1.55,,,5.02,27.06,39.72,0.05,3.66,,,2.8,1.14,3.11,,,4.76
LU1974696418,7.54,3.6,1.55,,,5.02,27.06,39.72,0.05,3.66,,,2.8,1.14,3.11,,,4.76
LU1981859819,,3.5861,,,,,32.187,46.2515,,2.1242,,,,0.2698,15.5814,,,
LU1981860072,,3.5859,,,,,32.1917,46.2412,,2.1275,,,,0.2702,15.5835,,,
LU1981860239,,3.5861,,,,,32.187,46.2515,,2.1242,,,,0.2698,15.5814,,,
LU1981860585,,3.5861,,,,,32.187,46.2515,,2.1242,,,,0.2698,15.5814,,,
LU1981860668,,3.5859,,,,,32.1917,46.2412,,2.1275,,,,0.2702,15.5835,,,
LU1981860742,,3.5861,,,,,32.187,46.2515,,2.1242,,,,0.2698,15.5814,,,
LU2008760592,3.1507,7.7325,6.4567,,,,51.1749,,8.6745,8.5776,1.6598,,2.8883,6.2604,3.2078,0.2168,,
LU2008761053,3.8553,9.7714,3.8772,,,,46.5762,,9.259,7.6177,5.8956,,2.0586,8.2561,2.7101,0.1228,,
LU2008763935,,0.1797,,,,,,,,,99.9934,,,,,-0.1778,,0.0047
LU2009147591,,,,,,,,2.9538,,,,,,,,,,97.0462
LU2009147757,2.21,5.32,8.96,,,2.3,14.05,,9.01,8.97,,,44.88,0.85,2.18,,,1.38
LU2009202107,6.2819,3.762,2.5391,,,3.4156,19.0087,,,6.7143,,,50.8093,2.9402,1.8842,,,2.6447
LU2018762653,,,,,,,,,,,,,,,,,,
LU2018762901,,,,,,,,,,,,,,,,,,
LU2023678282,,,,,,,,,0.0023,,,,99.9977,,,,,
LU2023678449,2.1668,27.8895,20.1899,,,,12.0248,,2.6204,0.8092,0.0503,,16.2694,17.9796,,,,
LU2023678878,,8.1353,1.9746,,,,10.181,,0.0155,4.381,,,65.4519,9.8607,,,,
LU2023679090,6.53,26.96,0.44,,,0.26,1.39,,,32.0,,,32.19,,0.05,,,0.18
LU2037748345,0.88,0.63,1.72,,,,0.21,,,43.29,,,48.25,2.87,2.04,,,0.11
LU2037748774,3.2392,9.5014,3.9575,,,,60.5691,,6.5637,7.4282,,,2.0395,4.4079,2.1943,,,0.0992
LU2037749152,,6.5568,5.5743,,,8.0443,32.8551,,13.3363,4.9126,,,9.588,11.8726,5.2197,,,2.0405
LU2048727247,11.03,11.81,4.01,,,4.76,17.45,,4.95,33.43,,,7.43,1.7,2.61,,,0.82
LU2050966394,6.67,3.23,3.41,,,3.52,21.74,,1.87,5.47,,,49.03,2.65,1.89,,,0.52
LU2059756325,5.7254,9.7751,8.1899,,,,28.8909,,3.9886,15.8308,,,18.7721,2.3035,6.0823,,,0.4414
LU2059756598,5.5064,6.3468,7.8925,,,,26.7318,,13.3298,21.7251,,,9.8002,3.3254,3.8946,,,1.4475
LU2059756754,,6.87,3.6348,,,,19.5394,,4.6843,9.2243,4.0559,,41.2182,3.5919,4.4249,,,2.7563
LU2069380306,,,,,,,,99.85,,,,,,,,,,0.15
LU2082996112,,,,,,,100.0,,,,,,,,,,,
LU2082996385,97.7345,,,,,,,,,2.2655,,,,,,,,
LU2082996542,94.9935,,1.7712,,,,,,,3.2353,,,,,,,,
LU2082997359,1.6577,,97.8715,,,,,,0.4708,,,,,,,,,
LU2082997516,1.18,3.03,,,,,0.24,,94.61,0.45,,,,,,,,0.49
LU2082997789,5.0533,,,,,0.5036,1.9862,,,91.4478,,,0.7996,,0.2094,,,
LU2082997946,,,,,,,100.0,,,,,,,,,,,
LU2082998167,,,,,,72.8004,,,,23.0801,,,,,4.1195,,,
LU2082998837,,8.6957,,,,,,,,6.8212,,,82.7088,1.7744,,,,
LU2082999058,,,,,,,,,,0.821,,,19.9439,79.2351,,,,
LU2082999132,,78.8451,9.4058,,,0.2391,,,,4.5869,,,,6.6447,0.2784,,,
LU2082999215,,,,,,,,,,3.93,,,,,95.67,,,0.4
LU2082999306,,,,,,,,,,,,,,,,,,
LU2089238039,5.5268,6.0021,8.2248,,,5.5671,26.5582,,12.5883,18.1467,,,9.1757,,4.4856,,,3.7247
LU2089238112,3.9082,7.7822,5.0623,,,4.4154,27.6209,,5.9,18.9409,,,16.2116,,6.296,,,3.8625
LU2089238385,4.1383,14.0033,4.2762,,,,18.5659,,5.0551,24.6798,2.4257,,17.4188,7.2733,,,,2.1636
LU2089238625,3.8904,9.9714,7.1089,,,3.1313,43.8672,,6.3047,7.7883,,,,7.3911,8.6613,,,1.8855
LU2089238898,,,,,,,,100.0,,,,,,,,,,
LU2089238971,,,,,,,,100.0,,,,,,,,,,
LU2089239193,,,,,,,,100.0,,,,,,,,,,
LU2089239276,,6.5568,5.5743,,,8.0443,32.8551,,13.3363,4.9126,,,9.588,11.8726,5.2197,,,2.0405
LU2090062352,,,,,,,,,,,,,,,,,,
LU2090062436,4.503,6.3455,1.0261,,,,21.8194,,6.4829,33.9016,,,14.8605,5.8191,4.4684,,,0.7737
LU2090062600,4.503,6.3455,1.0261,,,,21.8194,,6.4829,33.9015,,,14.8605,5.8191,4.4684,,,0.7737
LU2090062782,,,,,,,,100.0,,,,,,,,,,
LU2090062865,,,,,,,,100.0,,,,,,,,,,
LU2090062949,,,,,,,,100.0,,,,,,,,,,
LU2090063160,6.9802,8.7511,3.98,,,15.0978,52.0373,,2.6565,,,,1.6445,1.9898,5.6533,,,1.2092
LU2090063327,0.19,,,,,,,,,0.16,,,99.65,,,,,
LU2090063673,3.6986,14.4112,3.6174,,,,19.0551,,5.2372,24.4547,1.8058,,18.2356,7.4253,,,,2.0592
LU2095995895,,,,,,,32.36,65.72,,,,,,,,,,1.92
LU2098179695,,,,,,,,93.72,,,,,,,,,,6.28
LU2098180271,,,,,,,,93.72,,,,,,,,,,6.28
LU2099288503,,,,,,,,100.0,,,,,,,,,,
LU2099289147,,,,,,,,100.0,,,,,,,,,,
LU2099295466,8.6693,26.2587,3.8848,,,,12.7964,,10.332,7.9741,,,3.9998,23.0811,2.9534,,,0.0505
LU2099296274,8.6693,26.2587,3.8848,,,,12.7964,,10.332,7.9741,,,3.9998,23.0811,2.9534,,,0.0505
LU2099991536,1.44,5.67,1.9,,,,51.89,,8.98,4.32,,,15.5,5.01,2.78,,,2.51
LU2099991882,1.44,5.67,1.9,,,,51.89,,8.98,4.32,,,15.5,5.01,2.78,,,2.51
LU2099992005,1.44,5.67,1.9,,,,51.89,,8.98,4.32,,,15.5,5.01,2.78,,,2.51
LU2099992187,1.44,5.67,1.9,,,,51.89,,8.98,4.32,,,15.5,5.01,2.78,,,2.51
LU2099992260,1.44,5.67,1.9,,,,51.89,,8.98,4.32,,,15.5,5.01,2.78,,,2.51
LU2109787049,5.3825,7.0398,2.6707,,,2.8209,20.0915,,2.7643,6.5408,,,43.3944,5.9131,,,,3.3818
LU2109787551,4.5272,9.4388,2.3919,,,1.1515,18.7494,,2.6738,6.0924,,,44.4687,8.4712,,,,2.0349
LU2109787635,3.6699,9.8579,5.3583,,,,26.9988,,7.7604,20.2309,,,18.1646,3.3473,3.7816,,,0.8303
LU2130768844,4.3886,5.2382,5.925,,,,27.7199,,14.5455,17.5065,4.3801,,11.1519,,6.605,,,2.5391
LU2133056387,3.6986,14.4112,3.6174,,,,19.0551,,5.2372,24.4547,1.8058,,18.2356,7.4253,,,,2.0592
LU2158769930,,,,,,,,,,,,,,,,,,100.0
LU2178481649,5.21,6.43,3.51,,,0.04,53.55,,7.85,10.69,,,4.31,6.19,2.19,,,0.03
LU2182388152,7.6885,14.2337,5.1241,,,,16.7586,,,26.6156,10.5318,,4.1878,7.1252,2.8165,,,4.9181
LU2182388236,0.8,1.06,0.96,,,0.01,27.04,63.47,1.43,2.64,,,0.51,1.27,0.8,,,0.02
LU2182388582,,6.7129,5.1578,,,,27.995,,6.4054,18.1355,5.1449,,18.4058,2.2776,8.3579,,,1.4073
LU2182388665,,,,,,,,100.0,,,,,,,,,,
LU2182388749,,,,,,,,100.0,,,,,,,,,,
LU2194286006,,,,,,,,98.74,,,,,,,,,,1.26
LU2194447293,9.6732,9.7199,10.5048,,,,,,1.9878,45.5516,1.898,,5.3101,,15.072,0.2827,,
LU2194449075,3.3583,7.3326,3.9458,,,,16.8043,,12.0826,12.0953,2.4992,,36.5766,2.296,2.8624,0.1467,,
LU2195226068,0.6831,9.7433,5.8666,,,,34.8639,,7.3987,15.1829,,,17.5026,4.1679,3.9279,,,0.6631
LU2196470426,3.9765,16.04,5.6648,,,0.3225,2.9118,,5.8235,18.3251,0.8967,,33.0399,10.4349,0.1583,,,2.4061
LU2196472984,2.21,5.32,8.96,,,2.3,14.05,,9.01,8.97,,,44.88,0.85,2.18,,,1.38
LU2197908721,0.9516,10.7107,6.1155,,,0.5299,,,3.8358,3.4018,,,59.2605,13.8168,1.1744,,,0.203
LU2206597804,6.57,5.96,7.74,,,,26.92,,12.96,19.98,,,14.76,2.44,1.11,,,1.56
LU2206598109,6.57,5.96,7.74,,,,26.92,,12.96,19.98,,,14.76,2.44,1.11,,,1.56
LU2233156582,,,,,,,,100.0,,,,,,,,,,
LU2233156749,0.0214,17.4047,7.1424,,,,17.2596,,10.2384,18.6547,5.3297,,17.0379,6.9113,,,,
LU2240851688,3.9204,7.2295,5.0798,,,,28.511,,5.4693,18.9682,,,17.155,3.5676,6.479,,,3.6201
LU2244386053,6.3595,18.579,5.3085,,,,15.2765,,6.0355,12.587,3.8281,,2.948,25.4253,1.8378,1.8133,,0.0015
LU2244386137,6.3595,18.579,5.3085,,,,15.2765,,6.0355,12.587,3.8281,,2.948,25.4253,1.8378,1.8133,,0.0015
LU2244387457,0.5022,,,,,,2.7632,,,,,,,,,0.157,,96.5776
LU2244387887,2.3818,12.0379,,,,6.4671,15.3555,,8.9095,28.216,0.9562,,10.172,6.6444,8.8597,,,
LU2250132763,11.14,0.82,8.25,,,,28.28,,29.84,13.92,,,4.33,2.73,,,,0.69
LU2263803533,3.76,5.71,8.7,,,3.29,18.69,,9.25,11.12,,,34.52,1.35,2.55,,,1.06
LU2265794276,,20.49,10.16,,,,0.21,,12.41,5.27,,,49.05,0.98,,,,1.43
LU2265794789,,20.49,10.16,,,,0.21,,12.41,5.27,,,49.05,0.98,,,,1.43
LU2265794946,,20.49,10.16,,,,0.21,,12.41,5.27,,,49.05,0.98,,,,1.43
LU2269164310,0.0214,17.5136,7.1868,,,,17.4301,,10.3137,18.473,5.2818,,16.9091,6.8707,,,,
LU2277591868,6.2154,7.5182,2.5727,,,3.4752,19.2547,,2.6056,6.4821,,,42.9887,5.8331,,,,3.0543
LU2278080713,,,,,,,,,,,,,,,,,,
LU2296661775,,,,,,,,,,,,,,,,,,
LU2297533809,2.7751,8.2366,4.0906,,,,46.919,,14.1308,4.4737,,,9.2797,7.9376,2.1569,,,
LU2300294316,5.7585,10.8981,4.5879,,,,47.2163,,7.7672,8.6731,,,3.3411,6.2769,4.5829,,,0.898
LU2300294589,2.739,4.963,3.0772,,,,14.4874,,7.8685,9.4895,,,47.1998,4.8778,4.1957,,,1.102
LU2300294746,2.8573,12.8754,2.9589,,,,22.4586,,8.6486,19.1735,4.5193,,20.5341,5.9743,,,,
LU2300295123,6.0347,7.821,2.662,,,3.4368,18.7996,,2.7704,7.9179,,,41.6534,5.6925,,,,3.2118
LU2314312849,4.7206,24.0094,2.756,,,2.1967,22.0523,,6.5035,5.1397,,,11.17,18.1463,1.6385,0.1315,,1.5356
LU2314312922,4.7206,24.0094,2.756,,,2.1967,22.0523,,6.5035,5.1397,,,11.17,18.1463,1.6385,0.1315,,1.5356
LU2343997487,2.5623,30.8845,2.2111,,,,17.7941,,5.0994,4.1757,1.5262,,9.2381,25.9574,,,,0.5512
LU2345046655,5.9201,4.5761,2.6613,,,1.6244,21.5245,,2.1431,7.3423,,,48.1492,3.6128,,,,2.4461
LU2346257210,7.7444,22.5661,3.0941,,,,17.4796,,3.7519,11.377,,,2.4181,25.0704,6.4985,,,
LU2355200523,0.61,1.04,1.04,,,1.11,17.27,63.23,1.15,1.75,,,1.11,0.9,1.97,,,8.82
LU2355200796,,,,,,,,100.0,,,,,,,,,,
LU2356220926,,,,,,,,100.0,,,,,,,,,,
LU2361257269,2.01,0.09,,,,6.25,5.04,83.24,,1.04,,,,,2.33,,,
LU2365458145,20.7473,13.3851,,,,,2.4649,,,33.2224,,,,,30.0426,0.1377,,
LU2365458731,0.5756,9.1844,0.38,,,,25.5004,,0.0339,1.4999,4.1636,,0.3553,1.045,6.8239,1.3674,,49.0707
LU2365458814,0.5756,9.1844,0.38,,,,25.5004,,0.0339,1.4999,4.1636,,0.3553,1.045,6.8239,1.3674,,49.0707
LU2368674045,0.8,1.06,0.96,,,0.01,27.04,63.47,1.43,2.64,,,0.51,1.27,0.8,,,0.02
LU2368674631,6.3771,5.9604,5.5752,,,,24.6897,,17.0816,15.6425,11.8668,,4.4729,4.9126,,,,3.4211
LU2370241684,0.8895,6.2273,2.7294,,,,46.485,,0.3928,2.8727,,,2.2286,4.6948,33.4799,,,
LU2376679564,8.3285,18.889,0.9644,,,0.2678,1.2776,,1.6197,11.2708,1.1172,,38.1362,12.6823,5.2074,,,0.2391
LU2382233182,2.4958,8.4561,4.2382,,,,58.9487,,7.3803,5.4134,,,5.5115,5.8283,1.6665,,,0.0611
LU2385068163,,,,,,,,,,,,,,,,,,100.0
LU2385068593,,,,,,,,,,,,,,,,,,100.0
LU2391437253,,8.9022,4.4441,,,3.5824,12.2277,,9.1249,8.203,,,38.285,9.6226,2.0291,,,3.5791
LU2402389261,5.8251,2.7459,1.0383,,,,43.9304,,7.8755,12.1626,21.4285,,1.6463,3.3474,,,,
LU2408467723,0.36,6.09,0.61,,,,48.14,,9.67,4.54,,,25.8,1.22,,,,3.58
LU2408468291,0.36,6.09,0.61,,,,48.14,,9.67,4.54,,,25.8,1.22,,,,3.58
LU2408468887,0.36,6.09,0.61,,,,48.14,,9.67,4.54,,,25.8,1.22,,,,3.58
LU2439113387,0.8,1.06,0.96,,,0.01,27.04,63.47,1.43,2.64,,,0.51,1.27,0.8,,,0.02
LU2439119236,2.2095,10.2476,1.323,,,,18.9525,,2.6417,7.2509,1.2742,,45.9079,9.9385,,,,0.2542
LU2439733507,0.6039,1.5931,0.9492,,,,9.6842,80.363,1.9318,0.9874,,,1.4649,1.8405,,,,0.582
LU2439734141,0.6039,1.5931,0.9492,,,,9.6842,80.363,1.9318,0.9874,,,1.4649,1.8405,,,,0.582
LU2439735890,,,,,,,,99.2468,,,,,,,,,,0.7532
LU2439874319,,,,,,,,,,,,,,,,,,
LU2446383254,3.1507,7.7325,6.4567,,,,51.1749,,8.6745,8.5776,1.6598,,2.8883,6.2604,3.2078,0.2168,,
